DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,fractal_spectral_lag_window,fractal_spectral_multitaper,fractal_spectral_wosa,fractal_spectral_direct,lillie_test,anderson_darling,pearson_test,cramer_test,shapiro_francia,shapiro_test,adf,kpps_level,kpps_trend,pp,hurts_tsf,max_level_shift_tsf,max_var_shift_tsf,max_kl_shift_tsf,alpha_tsf,beta_tsf,gamma_tsf,firstmin_ac_tsf,firstzero_ac_tsf,std1st_der_tsf,spreadrandomlocal_meantaul_tsf,fluctanal_prop_r1_tsf
1.222040829,-1.120240629,69,4,0.800395211,-0.005955249,0.724590164,129,0.166666667,5,0.989020514,3,0.019047619,0.637254902,-0.743464052,0.956394627,4,1.424736718,0.522727273,0.295454545,0.012271846,0.280675578,1.303998073,1.36740605,1.388222069,1.5517896,4.92E-10,9.22E-20,3.01E-32,7.37E-10,8.90E-10,2.54E-11,0.962408227,0.01,0.01,0.01,0.999406879,77.5,4772.121212,0.076297297,0.568956846,0.019384125,0.203389241,4,105,74.93823917,2.27,0.522727273
0.64643767,0.40479294,30,7,0.49485447,-0.02059507,0.91489362,58,0.0625,11,0.35920621,5,0.01315789,-0.10909091,0.61212121,0.90464668,8,1.64499803,0.24444444,0.13333333,0.02454369,0.48958035,1.135691363,1.245550869,1.296515334,1.327174639,8.58E-05,2.62E-07,1.92E-08,2.13E-05,1.17E-05,1.94E-06,0.868270252,0.01,0.01,0.01,0.994723816,634.1666667,250026.8485,2.697383117,0.354281352,0.000100014,0.00037744,7,76,350.2954235,3.14,0.244444444
0.64446629,0.37957421,19,8,0.30720492,-0.12029175,0.96048632,38,0.08,9,0.20534747,6,0.015625,-0.13333333,0.56666667,0.75802445,6,1.92590767,0.37777778,0.13333333,0.03681554,0.67549897,1.003182759,1.020913017,1.059225976,1.066378857,0.046399469,0.003083385,0.000727842,0.011204784,0.002865489,0.001271497,0.738217356,0.01,0.01,0.01,0.934606226,1394.25,856926.947,8.676370883,0.205322815,0.006072197,0.000100027,8,64,684.6330446,2.37,0.377777778
-1.24E+00,-1.42E+00,6.60E+01,2.13E+02,1.26E+00,1.25E-04,4.33E-01,1.41E+02,1.67E-01,0.00E+00,3.88E+00,3.00E+00,1.80E-02,7.71E-01,-6.96E-01,9.86E-01,6.00E+00,1.23E+00,3.86E-01,1.36E-01,1.23E-02,7.46E-02,1.639435117,1.84474887,1.879137449,1.584558959,3.86E-07,1.16E-09,4.74E-12,2.94E-06,1.78E-07,9.63E-09,0.484689614,0.01,0.01,0.01,0.999913465,140.0833333,3749.454545,0.033941902,0.862455135,0.000100171,0.137544835,213,111,37.44443194,2.99,0.386363636
6.82E-01,1.62E-01,5.60E+01,1.37E+02,1.15E+00,-7.54E-04,6.23E-01,1.80E+02,1.11E-01,8.30E+01,2.15E+00,4.00E+01,2.38E-02,2.94E-01,-6.44E-01,9.91E-01,1.00E+01,1.25E+00,8.64E-01,8.64E-01,2.45E-02,1.21E-01,1.771682524,1.828689682,1.892347323,1.607777313,1.62E-09,2.50E-15,3.57E-23,1.75E-09,8.50E-09,3.14E-10,0.218600065,0.01,0.01,0.914380197,0.999814161,63.41666667,982.9772727,1.195936251,0.939900164,0.080670886,0.000120589,137,84,10.47436886,3.66,0.863636364
-0.594340334,1.517920225,67,4,0.988902055,-0.001946506,0.754098361,129,0.111111111,5,1.28718961,2,0.010204082,0.717320261,-0.418300654,0.97199013,4,1.432179214,0.363636364,0.795454545,0.012271846,0.198982649,1.470819767,1.499279884,1.558513644,1.635045428,3.97E-13,2.04E-23,1.73E-36,7.37E-10,5.20E-11,8.82E-13,0.556011545,0.01,0.01,0.567811332,0.99958476,180.3333333,10739.21212,0.255814031,0.588037934,0.02089859,0.411762297,4,98,82.32676048,2.17,0.363636364
1.19E+00,1.03E+00,7.00E+01,1.85E+02,1.23E+00,-5.61E-04,5.48E-01,1.60E+02,1.67E-01,0.00E+00,3.50E+00,3.00E+00,9.52E-03,6.08E-01,-6.78E-01,9.86E-01,4.00E+00,1.31E+00,2.73E-01,7.95E-01,1.23E-02,8.77E-02,1.8329931,1.859981694,1.880108582,1.542589116,6.07E-19,3.70E-24,4.67E-53,7.37E-10,1.94E-12,1.96E-14,0.267208929,0.01,0.01,0.673843943,0.999913465,118.6333333,2213.632652,0.248790835,0.728479785,0.103024968,0.211987917,185,105,24.43216981,2.87,0.272727273
0.026285159,-0.172547951,49,8,1.025831757,-0.001164624,0.645901639,116,0.041666667,11,1.863536155,7,0.053333333,0.274509804,-0.697712418,0.993082446,10,1.273478832,0.136363636,0.863636364,0.024543693,0.179218367,1.940411286,1.901051962,1.944599102,1.860373932,0.000752611,0.00011989,7.38E-07,0.001264441,0.000189074,2.72E-05,0.057843298,0.01,0.01,0.804361098,0.999582472,269.75,13723.15909,6.24689471,0.806941914,0.157700728,0.000101639,8,75,29.09741864,3.42,0.136363636
1.02E+00,8.72E-01,6.90E+01,1.96E+02,1.37E+00,-6.40E-06,2.92E-01,1.59E+02,1.67E-01,0.00E+00,6.11E+00,4.00E+01,1.89E-02,6.01E-01,-7.06E-01,9.89E-01,5.00E+00,1.27E+00,1.36E-01,7.95E-01,1.23E-02,4.69E-02,1.985059916,2.018605924,2.093977424,1.546326551,1.16E-20,3.70E-24,4.25E-78,7.37E-10,5.96E-13,4.75E-15,0.360168468,0.01,0.01,0.936783057,0.999954177,386,18524.35606,0.075231997,0.754435124,0.139010861,0.000100061,196,106,46.96942055,3.65,0.136363636
1.23E+00,1.07E+00,7.10E+01,1.97E+02,1.22E+00,1.93E-05,3.18E-01,1.59E+02,1.67E-01,0.00E+00,3.97E+00,8.00E+00,1.85E-02,6.41E-01,-7.08E-01,9.87E-01,5.00E+00,1.22E+00,2.50E-01,7.95E-01,1.23E-02,5.41E-02,1.683795882,1.854199408,1.9459937,1.532463194,6.25E-18,7.92E-22,2.25E-45,7.37E-10,6.74E-11,1.16E-12,0.656311568,0.01,0.01,0.570868238,0.999954177,108.4166667,2630.613636,0.212285633,0.978864887,0.026236611,0.000100126,197,108,11.85804373,3.48,0.25
-1.13E+00,-9.57E-01,5.00E+01,1.15E+02,8.57E-01,-7.21E-04,6.68E-01,9.90E+01,1.67E-01,1.00E+01,1.27E+00,7.00E+00,3.90E-02,5.85E-01,-6.09E-01,9.83E-01,9.00E+00,1.45E+00,8.37E-01,8.37E-01,2.45E-02,2.11E-01,1.712400654,1.76252178,1.849236396,1.609712009,7.79E-14,1.04E-18,3.06E-22,7.37E-10,3.88E-09,1.25E-10,0.496917453,0.01,0.01,0.042563142,0.999714856,468.9925,128785.1781,0.882817309,0.999896454,0.09828814,0.000100634,115,77,71.4188172,3.39,0.837209302
0.9733604,0.79737824,44,8,0.75031319,0.01519951,0.61428571,96,0.16666667,11,0.68649744,6,0.01408451,0.42180095,-0.59241706,0.97243526,7,1.49679924,0.85714286,0.83333333,0.02454369,0.26137935,1.582817889,1.600211761,1.701251543,1.315662243,3.20E-16,6.16E-21,3.93E-26,7.37E-10,3.30E-09,1.07E-10,0.859091748,0.01,0.01,0.120419566,0.999517976,345.1991667,27989.96184,3.333728063,0.775464341,0.000100043,0.000100314,8,71,71.40604271,3.26,0.857142857
1.01510769,-0.22072776,41,7,0.77296913,0.02206677,0.65238095,96,0.07407407,11,0.61695626,6,0.01492537,0.36018957,-0.57345972,0.96824592,8,1.52482732,0.85714286,0.83333333,0.02454369,0.29697543,1.560610564,1.567876154,1.664124614,1.425329076,6.98E-12,4.08E-17,1.82E-21,7.37E-10,2.07E-08,8.77E-10,0.86907185,0.01,0.01,0.072555247,0.999406879,329.9908333,27999.36325,3.861271113,0.768826444,0.000102144,0.000153038,7,67,73.92386966,3.03,0.857142857
-1.00179455,-1.15697336,40,7,0.76362502,0.02995753,0.43809524,96,0.07407407,11,0.5952225,6,0.06060606,0.492891,-0.50236967,0.96421278,7,1.56750553,0.85714286,0.85714286,0.02454369,0.33485267,1.539267823,1.529968793,1.646186598,1.465616874,3.12E-17,2.19E-23,1.17E-33,7.37E-10,3.85E-10,7.97E-12,0.813456394,0.01,0.01,0.019974509,0.999406879,370.315,46214.48453,3.779631049,0.773647387,0.000106411,0.000165912,7,66,92.01289659,3.34,0.857142857
-1.294264319,1.052064774,71,190,1.172948193,-0.000422669,0.550819672,159,0.166666667,0,3.76493651,3,0.009433962,0.614379085,-0.676470588,0.98669878,4,1.307317498,0.272727273,0.795454545,0.012271846,0.081253556,1.809458375,1.850158218,1.888219977,1.549005865,5.83E-18,3.70E-24,2.03E-50,7.37E-10,3.92E-12,4.39E-14,0.256788456,0.01,0.01,0.640386325,0.999954177,97.56666667,1538.038485,0.243997233,0.80017123,0.093895734,0.196468818,190,106,19.46969304,2.8,0.272727273
1.17E+00,1.00E+00,6.80E+01,1.90E+02,1.07E+00,-3.50E-04,4.66E-01,1.81E+02,1.67E-01,0.00E+00,4.00E+00,9.00E+00,1.90E-02,6.06E-01,-7.03E-01,9.87E-01,9.00E+00,1.32E+00,2.95E-01,7.95E-01,1.23E-02,8.00E-02,1.873889571,1.904235817,1.931205219,1.526012202,1.94E-18,3.70E-24,7.71E-48,7.37E-10,3.39E-12,3.79E-14,0.067339645,0.01,0.01,0.719280952,0.999954177,92.55833333,1486.66,0.304449453,0.704941647,0.142306924,0.126739752,190,105,15.92336328,3.2,0.295454545
-0.651421632,-0.454651809,19,2,0.715229276,0.009430613,0.930693069,33,0.166666667,2,0.552356831,1,0.026315789,0.754901961,-0.774509804,0.900290984,4,1.686780726,0.611111111,0.805555556,0.049087385,0.329771078,1.158358514,1.586809246,1.650580258,1.691181747,0.055636688,0.02714677,0.049896572,0.022254075,0.064611426,0.023869611,0.741415222,0.01,0.023072919,0.01,0.99231973,46.39416667,504.2154295,0.332767427,0.187926458,0.000101485,0.000116158,2,38,25.57901167,1.87,0.611111111
-0.672323778,-0.4784294,41,104,1.042356282,-0.001271941,0.678688525,119,0.041666667,10,2.00869689,40,0.0625,0.227124183,-0.702614379,0.993026019,9,1.329638979,0.136363636,0.863636364,0.024543693,0.181481023,1.988177626,1.904556188,1.96607955,1.97867011,7.39E-08,2.41E-10,1.78E-09,2.30E-08,2.18E-06,1.90E-07,0.024713728,0.01,0.01,0.863196912,0.999476254,233.25,8904.69697,7.101777777,0.809185454,0.156960567,0.0001357,104,64,24.1026471,3.55,0.136363636
-1.22E+00,-1.38E+00,7.10E+01,1.91E+02,1.28E+00,-3.42E-04,5.80E-01,1.53E+02,1.67E-01,0.00E+00,3.73E+00,3.00E+00,9.26E-03,6.47E-01,-6.73E-01,9.86E-01,4.00E+00,1.27E+00,2.27E-01,7.95E-01,1.23E-02,7.46E-02,1.774903041,1.843869315,1.876464145,1.551299886,1.60E-12,5.62E-24,7.02E-36,7.37E-10,2.85E-11,4.29E-13,0.252334044,0.01,0.01,0.42660145,0.999954177,87.275,1197.495227,0.106679356,0.794228669,0.056195678,0.202618004,191,108,17.79704272,2.69,0.227272727
-1.335223528,0.763097001,69,196,1.332091277,-0.000270547,0.449180328,159,0.166666667,0,4.019583944,9,0.009345794,0.647058824,-0.699346405,0.986733803,5,1.269754166,0.318181818,0.795454545,0.012271846,0.070422068,1.833234687,1.902482008,1.920604246,1.526537242,1.25E-12,7.95E-24,2.21E-36,7.37E-10,4.45E-11,7.35E-13,0.083573416,0.01,0.01,0.605393319,0.999954177,81.46666667,1142.528409,0.140290934,0.709743556,0.127648596,0.148979729,196,107,13.97704208,2.99,0.318181818
0.508537204,0.343818771,53,158,1.285550876,-0.000185346,0.37704918,165,0.111111111,0,3.703406215,40,0.050505051,-0.287581699,0.751633987,0.990525902,12,1.167664223,0.863636364,0.818181818,0.012271846,0.074700786,1.910646056,1.940153014,2.024629565,1.615212424,4.16E-12,4.18E-21,8.39E-32,7.37E-10,1.41E-10,2.80E-12,0.070739682,0.01,0.01,0.963241093,0.999773448,408.3333333,28054.54545,0.678970367,0.901334285,0.12954423,0.000111149,158,99,36.18501136,3.61,0.863636364
0.017919208,-0.161705407,41,80,1.160635601,-0.000238688,0.396721312,88,0.074074074,98,2.466389985,40,0.175257732,-0.261437909,0.764705882,0.989318836,9,1.295229539,0.863636364,0.431818182,0.024543693,0.099912514,1.810169394,1.882835873,1.934130257,1.59872196,6.30E-15,6.50E-17,2.53E-39,9.46E-10,4.80E-09,1.72E-10,0.222894549,0.01,0.01,0.940118897,0.999633431,295.8333333,13503.78788,1.087168227,0.966364179,0.112997895,0.000105755,80,97,25.81062813,3.92,0.863636364
9.90E-01,1.14E+00,6.50E+01,1.69E+02,1.26E+00,-2.78E-04,3.25E-01,1.80E+02,1.11E-01,9.60E+01,3.42E+00,4.00E+01,2.00E-02,-4.15E-01,7.48E-01,9.91E-01,8.00E+00,1.29E+00,8.18E-01,7.95E-01,1.23E-02,7.03E-02,1.840585496,1.850187894,1.933589162,1.614532046,2.25E-21,3.70E-24,2.91E-43,7.37E-10,3.60E-12,3.93E-14,0.350477389,0.01,0.01,0.927862941,0.999859983,150,3047.727273,0.349820069,0.877100001,0.060438135,0.000100002,169,100,18.43429205,3.28,0.818181818
-0.01619328,0.21374913,39,4,0.54919657,-0.10068705,0.84590164,71,0.11111111,5,0.50128291,2,0.02173913,0.33333333,-0.70588235,0.9025201,5,1.64724934,0.13636364,0.79545455,0.02454369,0.47795945,1.465872156,1.48941798,1.432305937,1.569872759,0.003622516,1.39E-06,1.76E-05,1.48E-05,0.000182263,3.88E-05,0.01,0.01,0.01,0.01,0.998131188,179.0833333,5427.272727,4.462296625,0.846499468,0.105344906,0.000100163,4,92,60.47606594,2.49,0.136363636
-1.339820848,-1.160649523,27,67,0.936378958,-0.006176489,0.872131148,66,0.018518519,95,1.050848617,40,0.02173913,0.196078431,0.715686275,0.978906179,14,1.524340323,0.409090909,0.272727273,0.036815539,0.209850809,1.794250626,1.772139714,1.770320259,1.601266266,3.71E-10,1.15E-15,1.94E-18,1.84E-09,9.19E-09,3.60E-10,0.261237998,0.01,0.01,0.82784911,0.999175023,386.6666667,24670.45455,9.539653256,0.934624321,0.077677503,0.000100306,67,46,41.49461747,3.31,0.409090909
0.87953194,0.66662461,45,4,0.62152472,-0.06845592,0.87540984,69,0.16666667,5,0.52331434,3,0.01923077,0.47385621,-0.67973856,0.91382154,5,1.6070862,0.13636364,0.79545455,0.02454369,0.44580704,1.438783718,1.517736701,1.447199726,1.592873286,1.83E-06,1.18E-06,0.000676536,1.25E-05,9.83E-05,1.57E-05,0.01,0.01,0.01,0.01,0.99844719,147.75,3456.204545,3.432865884,0.79563307,0.0499099,0.204334456,4,104,50.18875029,2.37,0.136363636
-0.671726597,-0.877532193,43,4,0.570430809,0.009701782,0.91147541,70,0.074074074,11,0.830900422,3,0.02020202,0.323529412,-0.696078431,0.943400573,10,1.537006562,0.795454545,0.863636364,0.024543693,0.413229747,1.404672015,1.457379123,1.453245648,1.341635941,1.27E-05,1.61E-07,4.70E-07,4.57E-06,1.53E-05,1.87E-06,0.597953126,0.01,0.01,0.01,0.999040311,149.1666667,9727.272727,0.722085247,0.973609186,0.000103803,0.000101258,4,99,54.26479353,2.8,0.795454545
0.41372289,0.13850723,15,8,0.29568244,-0.12961361,0.93114754,35,0.06666667,11,0.34474504,7,0.03846154,0.40522876,-0.74509804,0.83444303,5,1.75262629,0.81818182,0.20454545,0.04908739,0.69847857,1.236390249,1.344739437,1.24308308,1.331220586,0.0018051,0.002141168,7.07E-06,0.003491486,0.006387823,0.003936486,0.207690797,0.01,0.01,0.01,0.995804023,233.3333333,33981.81818,1.730204093,0.871023031,0.000100212,0.000100014,8,52,129.7124067,2.71,0.818181818
-0.50616553,-0.71849315,26,10,0.52852658,-0.07449194,0.83934426,94,0.0625,11,0.50630444,9,0.01470588,-0.11437908,-0.50326797,0.92252989,9,1.59600805,0.84090909,0.84090909,0.03681554,0.43952938,1.579413076,1.52544838,1.476362379,1.447128224,2.21E-09,5.81E-12,5.87E-08,7.38E-09,2.54E-07,2.00E-08,0.154359748,0.01,0.01,0.175699861,0.997986278,415,83848.48485,3.061325827,0.749962243,0.036874981,0.250036397,10,68,104.7773534,2.59,0.840909091
0.004583302,-0.205790254,31,10,0.723915734,-0.032405609,0.819672131,105,0.0625,11,0.735291854,9,0.013513514,-0.040849673,-0.803921569,0.947477493,9,1.556087046,0.840909091,0.863636364,0.024543693,0.34341669,1.598158878,1.560164693,1.522699915,1.43529641,0.012849281,0.000543889,5.29E-06,0.003550291,0.001047846,0.00020253,0.307830251,0.01,0.01,0.441912889,0.998951539,435,86072.72727,2.191098731,0.731236311,0.000103603,0.268655661,10,74,101.1423855,2.75,0.840909091
-7.90E-01,-9.85E-01,4.40E+01,1.18E+02,1.13E+00,-2.26E-04,4.79E-01,1.32E+02,6.25E-02,0.00E+00,2.54E+00,4.00E+01,1.56E-01,-1.21E-01,5.59E-01,9.92E-01,2.00E+01,1.27E+00,1.36E-01,8.64E-01,2.45E-02,8.94E-02,2.159613157,2.02172916,2.098563236,2.02902223,1.21E-22,3.70E-24,9.54E-33,7.37E-10,5.15E-12,7.34E-14,0.635633036,0.01,0.01,0.97726036,0.999489699,1441.666667,200384.0909,0.66053502,0.568536421,0.188549147,0.000100081,118,64,95.42452036,3.72,0.136363636
5.85E-01,-1.56E+00,5.20E+01,1.37E+02,1.12E+00,-3.84E-04,6.62E-01,1.15E+02,1.11E-01,7.10E+01,2.40E+00,4.00E+01,2.35E-02,3.20E-01,-6.39E-01,9.89E-01,1.00E+01,1.34E+00,8.64E-01,8.64E-01,2.45E-02,1.20E-01,1.673346767,1.763425375,1.846980324,1.585664015,1.14E-09,1.32E-18,5.77E-31,7.37E-10,4.98E-10,1.18E-11,0.277800416,0.01,0.01,0.887400909,0.999819271,50.75,562.1590909,1.125600386,0.940782037,0.063383609,0.000100715,137,85,7.460455137,3.53,0.863636364
4.64E-01,3.03E-01,4.80E+01,1.26E+02,1.17E+00,-5.00E-04,5.87E-01,1.15E+02,1.11E-01,7.10E+01,1.94E+00,4.00E+01,2.50E-02,3.01E-01,-6.24E-01,9.88E-01,1.20E+01,1.30E+00,8.41E-01,8.64E-01,2.45E-02,1.27E-01,1.54257294,1.714656255,1.779683623,1.611117506,2.84E-11,3.76E-21,1.47E-24,7.37E-10,9.93E-11,1.83E-12,0.236564408,0.01,0.01,0.864395481,0.999814161,380.8333333,23443.18182,1.677103654,0.999895847,0.049461717,0.000100038,126,80,51.44782575,3.63,0.840909091
0.341593873,0.153053703,51,137,1.135678681,-0.000106286,0.583606557,98,0.111111111,96,3.43823683,40,0.1125,0.27124183,-0.679738562,0.992323303,12,1.237340408,0.863636364,0.863636364,0.024543693,0.108216852,1.956011632,1.979585462,2.022510018,1.55331404,6.67E-09,6.21E-13,3.50E-38,3.23E-08,3.08E-08,1.52E-09,0.533225638,0.01,0.01,0.959629516,0.999773448,404.1666667,22626.51515,0.555745122,0.963662355,0.13654278,0.000100199,137,80,28.70974317,3.82,0.863636364
1.06E+00,9.12E-01,7.00E+01,1.97E+02,1.38E+00,4.53E-06,2.66E-01,1.49E+02,1.67E-01,0.00E+00,6.63E+00,4.00E+01,2.80E-02,6.05E-01,-7.06E-01,9.89E-01,5.00E+00,1.23E+00,2.05E-01,7.95E-01,1.23E-02,4.38E-02,1.977664086,2.018967793,2.102636169,1.547883754,2.45E-19,3.70E-24,3.41E-72,7.37E-10,1.67E-12,1.57E-14,0.279590168,0.01,0.01,0.915885035,0.999954177,303.6666667,15175.90909,0.076806918,0.775465156,0.134522947,0.000100592,197,107,37.92541981,3.59,0.204545455
1.24E+00,1.39E+00,6.80E+01,2.10E+02,1.48E+00,1.37E-05,8.52E-02,1.34E+02,1.67E-01,0.00E+00,9.83E+00,4.00E+01,9.17E-03,6.99E-01,-6.93E-01,9.89E-01,3.00E+00,1.17E+00,1.36E-01,7.95E-01,1.23E-02,2.50E-02,1.885092394,2.113986303,2.200321226,1.565450951,7.93E-08,1.29E-18,2.20E-31,7.71E-10,2.04E-10,3.93E-12,0.576891506,0.01,0.01,0.843542322,0.999954177,580.8333333,54872.72727,0.038798305,0.895301179,0.037751302,0.000132171,210,109,49.11066284,4.31,0.136363636
7.23E-01,8.87E-01,7.10E+01,1.75E+02,1.15E+00,-3.37E-04,6.49E-01,1.44E+02,1.67E-01,7.10E+01,2.33E+00,2.10E+01,2.83E-02,6.14E-01,-6.70E-01,9.88E-01,9.00E+00,1.38E+00,1.36E-01,8.41E-01,1.23E-02,1.07E-01,1.682216165,1.795711196,1.837194333,1.523801008,8.72E-27,3.70E-24,5.80E-46,7.37E-10,7.52E-12,9.69E-14,0.081277538,0.01,0.01,0.52123795,0.999859983,266.6666667,9315.151515,0.361357599,0.923934468,0.117413816,0.000100043,175,106,32.27089554,3.48,0.136363636
9.71E-01,8.03E-01,5.60E+01,1.61E+02,1.02E+00,-1.83E-04,5.70E-01,1.95E+02,7.41E-02,1.10E+01,2.71E+00,7.00E+00,3.03E-02,4.64E-01,-7.55E-01,9.85E-01,8.00E+00,1.32E+00,8.64E-01,6.59E-01,1.23E-02,1.26E-01,1.728806558,1.80545627,1.876951292,1.510135587,2.83E-30,3.70E-24,1.78E-43,7.37E-10,1.63E-14,8.00E-17,0.492927448,0.01,0.01,0.734398911,0.999819271,131.0833333,2880.022727,0.29772565,0.944467227,0.071606536,0.000100079,161,99,22.74660515,3.17,0.863636364
0.77972905,0.973320748,64,7,0.830174141,0.002765533,0.852459016,146,0.166666667,11,1.29025292,5,0.029411765,0.522875817,-0.712418301,0.9734674,10,1.432253312,0.704545455,0.795454545,0.012271846,0.274438677,1.441383926,1.563736797,1.618641431,1.37529102,1.64E-09,4.36E-17,1.62E-17,7.37E-10,1.26E-08,5.69E-10,0.611817562,0.01,0.01,0.01,0.999552006,378.3333333,80342.42424,0.457024075,0.94600733,0.009883911,0.000117374,7,102,121.7791871,3.32,0.704545455
-1.18E+00,-1.35E+00,6.60E+01,2.13E+02,1.28E+00,1.74E-04,4.33E-01,1.29E+02,1.67E-01,0.00E+00,3.46E+00,3.00E+00,1.80E-02,7.71E-01,-6.90E-01,9.86E-01,6.00E+00,1.23E+00,3.86E-01,1.36E-01,1.23E-02,8.40E-02,1.639526669,1.817216312,1.875167654,1.591548545,1.07E-07,6.32E-11,5.35E-14,7.93E-07,5.18E-08,2.36E-09,0.458307861,0.01,0.01,0.01,0.999913465,115.4166667,3967.795455,0.047416905,0.999899694,0.000100116,0.000100216,213,111,33.94414155,3.06,0.386363636
-0.380870372,-0.185268395,56,9,0.8188302,0.006186744,0.754098361,93,0.166666667,5,0.892709835,3,0.018018018,0.85130719,-0.715686275,0.964783431,6,1.358609961,0.840909091,0.25,0.012271846,0.280041823,1.38584614,1.508982336,1.544365954,1.700282983,1.70E-05,6.57E-09,2.44E-11,2.89E-06,3.44E-07,2.44E-08,0.629235049,0.01,0.01,0.01,0.999485624,826.6666667,431290.9091,0.34161512,0.831692643,0.00100972,0.16545945,9,111,329.4513048,2.67,0.840909091
-0.90600293,-0.70612918,51,4,0.60112843,0.01704134,0.8,69,0.16666667,11,0.61300435,3,0.01801802,0.87254902,-0.60457516,0.93900243,6,1.60619784,0.84090909,0.81818182,0.01227185,0.4102057,1.197434869,1.321956036,1.349830819,1.710423893,6.56E-19,7.17E-24,3.37E-24,7.37E-10,1.35E-11,2.29E-13,0.918561662,0.01,0.01,0.01,0.998710955,721.6666667,332709.0909,0.595585553,0.233710231,0.000100006,0.668489145,4,111,290.9641711,2.68,0.840909091
-1.22E+00,6.74E-02,6.30E+01,2.20E+02,1.41E+00,1.32E-05,1.41E-01,1.33E+02,1.67E-01,0.00E+00,7.47E+00,1.00E+01,8.93E-03,8.01E-01,-7.12E-01,9.85E-01,4.00E+00,1.25E+00,1.59E-01,8.64E-01,1.23E-02,3.48E-02,1.834995007,2.077221036,2.085129494,1.54387706,1.24E-06,8.33E-11,1.75E-14,2.08E-07,1.33E-07,7.55E-09,0.938081834,0.01,0.01,0.987904368,0.999913465,436.6666667,24900,0.043209936,0.896606849,0.027179033,0.000107375,220,112,45.6810698,4.28,0.159090909
-1.16E+00,-9.65E-01,6.50E+01,7.00E+00,9.30E-01,3.67E-04,7.25E-01,1.35E+02,1.67E-01,1.10E+01,2.56E+00,5.00E+00,2.70E-02,8.14E-01,-6.70E-01,9.79E-01,9.00E+00,1.38E+00,7.27E-01,3.41E-01,1.23E-02,1.89E-01,1.777912505,1.837635907,1.884179666,1.437909819,1.20E-10,1.96E-12,2.07E-11,1.28E-08,9.95E-08,5.96E-09,0.264905623,0.01,0.01,0.01,0.999773448,134.6666667,4833.386364,0.09132744,0.970377595,0.013673587,0.000101193,7,111,40.98208009,3.37,0.727272727
-1.11E+00,-9.18E-01,6.70E+01,1.85E+02,1.06E+00,3.56E-05,5.93E-01,1.35E+02,1.67E-01,1.10E+01,2.85E+00,6.00E+00,2.68E-02,8.33E-01,-6.47E-01,9.80E-01,9.00E+00,1.36E+00,2.73E-01,8.64E-01,1.23E-02,1.33E-01,1.78869879,1.838661137,1.891193337,1.470099833,1.00E-11,6.32E-14,4.28E-14,4.37E-09,2.00E-08,9.34E-10,0.360844696,0.01,0.01,0.01,0.999859983,114.4166667,2038.689394,0.102424515,0.917400211,0.016256947,0.000100713,185,112,26.11174632,3.14,0.272727273
-1.041884538,-0.836175947,63,8,0.746601076,-0.004541807,0.826229508,100,0.166666667,11,0.930074455,7,0.019417476,0.77124183,-0.418300654,0.96235549,9,1.502908439,0.159090909,0.863636364,0.012271846,0.293538876,1.598016229,1.547050641,1.59308581,1.403414479,2.19E-09,5.73E-10,1.38E-08,1.21E-07,2.01E-06,1.94E-07,0.059760406,0.01,0.01,0.010619655,0.999406879,336.6666667,18990.15152,0.724232156,0.909503093,0.000160034,0.000104014,8,103,68.88718566,3.03,0.159090909
-1.12E+00,-9.28E-01,6.50E+01,1.85E+02,1.06E+00,1.17E-04,5.70E-01,1.35E+02,1.67E-01,1.10E+01,3.25E+00,6.00E+00,2.65E-02,8.37E-01,-6.67E-01,9.81E-01,9.00E+00,1.34E+00,2.73E-01,8.64E-01,1.23E-02,1.18E-01,1.721782537,1.83395806,1.868646252,1.471969671,1.30E-09,2.35E-11,8.48E-11,4.23E-08,1.29E-07,7.85E-09,0.711115851,0.01,0.01,0.01,0.999859983,81.91666667,1180.484848,0.068063002,0.87287953,0.017480635,0.000100025,185,113,20.90084804,3.39,0.272727273
8.95E-01,7.01E-01,6.60E+01,1.96E+02,1.25E+00,1.41E-04,4.92E-01,1.47E+02,1.67E-01,1.10E+01,4.47E+00,6.00E+00,2.65E-02,8.01E-01,-7.55E-01,9.82E-01,6.00E+00,1.31E+00,7.27E-01,2.50E-01,1.23E-02,9.84E-02,1.688977026,1.850411649,1.869853742,1.494989712,4.13E-07,4.50E-09,4.78E-08,3.36E-07,2.30E-06,2.00E-07,0.359258327,0.01,0.01,0.01,0.999913465,528.3333333,43157.57576,0.088926693,0.984016785,0.000106901,0.000101103,196,113,103.9420178,3.24,0.727272727
